,addy,token,hold,price,holder_count
3671,9MEDh98mZComr1xab3TUPXXgTV9SqLbECa4oTcnBDJSX,A7AB7m13L258SYk8nn4cgYiVjcdkmfB2XSgRAyNwHG7G,1664818650,6.9,3
3672,zFL4TgjkBEmsJyDemi7XCrrBRgmegroSqp8rJg7ZRcd,A7cdgaSckRY7NCWkXRPVjaDDye39fBnCTH5Y1XKP3DSm,1668636219,0.0,10
3673,85YJrhh96ncuQ1jonqUyomPiTVZjGGJMUYz2ibng3yVD,A7CVGHvmaj1F7rwZfgtss2vz3RucELKsuxzukkceNDgU,1649944156,1.99,1
3674,3za1FxwgaM5yc1zbDMZjxg9WiNwSeYNZojB9xqnLfe15,A7fv6uuk9hvnF4aKrKyTYJmwJYrWCTPokFS58CWyknBN,1669517443,0.0,9
3675,3WDYkv4UMKeRjQaZwDKJNxHijKqVdaV3uQxtKW33wZMu,A7LRfPRgo9Jni93dmeYVVvN9xjhnScF3uCQhMHXBbM2t,1664736856,-1.0,8
3676,YzuWBK2XpDeoVk9u1i2kfNJZqzAxccvs7x84xRrp1o4,A7mJ9M1PhiFkfCrXV9vRLUu5m1qekwjqiK8XYuxQP5YN,1672158987,-1.0,3
3677,2WMpAQXZ6XfpPyoqtxvCMuwAWaLMmh7DNG9ZD5oiA8Yv,A7NJrj3yB91FJM489MgzpUhnhDsXiHmtf6uAdEhsGS2i,1665616957,0.0,1
3678,BnofW8ncoLthFp4Xu3KFDoSRy5KNEcd8Ycvi9H97Vz6y,A7PhdBqKQXxw2p1DLwYL6hL8PLrZJD5t1gAJ7PRgjcbe,1675611228,11.25,4
3679,,A7SDvgjP3KZnLYjt5X5J2saG9iEuxbv8hMU8ENcNsdoi,,0.0,0
3680,,A7xQ67punjReLHHcgFvv2kJfReMXobt8gkZWzmgQnwUN,,0.0,0
3681,,A7z1GMZiY4JBb9He98s9otx4nGC2VPgYWLgWz7K2eZFB,,0.0,0
3682,,A82iCNmfs4NdiJbgqkYwuphvb4wXsEpYZLZSX5UH194c,,0.0,0
3683,,A83b1qF263FCNkgWSuZGh6ivuJUHigMn2iZAja78sapQ,,0.0,0
3684,,A89xgBdqXH6wvEupxZtBGRmpJHwy1PCdXz4jdKeeRaPG,1672520924,-1.0,8
3685,D99KMrBXXgbugFkGjcDMvSxpo4qKfRGQpCQkXkFij9Te,A8DATThdPECojmd1M2TTHQ5kmieTupGobq96hY71G35u,1669517416,0.0,5
3686,UtEQzo8eGQnbCx8QxmsU7HAE5YAMHUzYcBu99go6DGd,A8KoVchA9KhYLoqFEvvMZmkmbDGAya2mt58vyzQCwfDD,1675245873,17.0,5
3687,F2cVa14kimdtuhcPMpuWyXgmzFZ7dmEZTwgPa4b7ScKD,A8MiyLDHX9EL6bByN93HfmrE9E5FBXT18P2RMiZmGjeu,1674087020,-1.0,8
3688,,A8NCrCLhLgE2Nxa6qpdojRDyUbqEo2ZRv2Vdm5dDuDQz,,0.0,0
3689,5Nj4diJyDCeb7dNwXxCQVpChEC5Y37kcCmjtWezKDbce,A8qe33vgVKLzc4ZDwqX4Q4cDNC2tCi4uYsnnouVgJM5g,1657014270,5.45,2
3690,5ZQpPDk3KrSE73ssW8ZTmYY5sD31nYCG3aVJTjQiy1Ap,A8sLjLrbMGD8fwAJ9Q1eix9YDt5DpKsoHCpdb7zjBqeV,1641507542,-1.0,1
3691,8kzCArMywENju5dqLWZsfLQ9WZSCBiMavSfT117b8mfD,A8sUUkxK8hY6q9UZkoxC4d1Bwm7cn1NknhbKi1RXTXCk,1658158922,0.0,3
3692,4g9jZvu7x4WavUycAjr1UvrVCY74E3Qkw5HGwNisqfq1,A8TTfN8nxyxs1idQqzSZrEzMWusPr6PCFiXwJWTi5SsN,1667577399,0.0,2
3693,CCKNMPhEvpRUFGSdJZ5bvr9DMRapjkCHb9WGpkUvjwNP,A92DveRsjqquduPRfQdiqtMpvkPzDXRLsG2VzuihRUxU,1674095329,-1.0,13
3694,,A9jW227YX3ifL5Fa1aJfskEn2r7YkWYXUBG9ZDswMwU4,,0.0,0
3695,5QKcgLJo6cq27WLTruzG26rdBbgFLjbCHJ8vwKyQc8yV,A9NxkQvupQoe3pDDizxWysqfHBonRwMuNoQq8DFJSrPT,1674653212,0.0,9
3696,BdBwcFK1Ax1RhuhCqL5WYcBdTfMgF376iwWUEX4UYgaG,A9qehGzz7n1XXoRhfkmhS9sGTmLH3WV5CgHyxizc3CQv,1644420731,-1.0,2
3697,,A9rfS17eQxu4gE2jCicU2NgfA7drFTbQZzCNCi6zckJp,,0.0,0
3698,7VKGQF9ZPujzveGmr34HAvfso9TZkqeCkYZYCFw7xcze,A9SeNyNhXz6GXR81cW875yketPzJRvAE8jpvtSvtZNB8,1669491445,0.0,13
3699,8SdHDctsBrpCWyP5gXd5Tva245tspwXhJWFM9i58szJP,A9thqFMv6nXnreZ3WHWV63GfPzW3XUrz83YWUJH64hfX,1668711545,14.8,7
3700,44TEWhjrg5iFYCEGUPLwUejsfGDjWg7eQ8wJiyokbBCF,A9TMPhtBfP2e69Qjee6BMTQLW9sFRbzWzQsLhbDnJBv5,1650555336,-1.0,2
3701,,AA1yiGjD3M4eD35iqyR4CSpzadCStqjHacDXr2JX1c12,,0.0,0
3702,6KeW5X32HxvGqteWYkuhxjd3dyhuv9ZTSsaLkJVi3q6Y,Aa5ZZJjCHde1qgWK4vaTRAvgjHv9UEDPJtmBe9Dq4LHx,1675641323,-1.0,14
3703,,Aa8kwovVr37qs4DkzDpAqraZzvdxpFndBeV8qEhGggiJ,,0.0,0
3704,,Aa8o9aNAtQ6sreN4eZqYhJ5UG5pMWmCuaktWARReoWGT,,0.0,0
3705,9osbC88Saspck2ux8Sxdjn4JVgHi21fL6GRpUYZa74VZ,AaaMFt1pMSFGu8ajb13oKzZn1BynB2qW4r5G5QsUCxix,1666103010,-1.0,8
3706,6Kfbbu62nwkDUAaPHFVdWCFvPRetM7o97QHwjQosSLXT,AAF9JMxgz49nn4nQ6R1vUktuBt6B9TmiV6eDk1qsJyrN,1659371341,2.78,4
3707,4juoXmBkTXs1i9ejicsQyxXHhbnyrAEeeh4WvUmAtEFm,AAhmYqSKEWX7a1ptFvxE3XxfcQv16dYzhGSetKTMBR8t,1649950630,1.5,1
3708,,AAiiPhHY3PEjs43uz1A3V34PT1nCWgYci4yuwf3tHAch,,0.0,0
3709,oPvqGHEFtCiVEdU7vSvKyXB7M43v7XfaCnCYbmzVoKR,AAmYFYkiDaKfwhWCqEkDBs9Uai8vFfuDaPY1imsu76uR,1643862219,0.5,1
3710,DGmBy1kv88BFCE25o9BipXcfZBBfMVCPThU6P4NRZ53o,AaoQR4F9FwRLUFEm7kgnmHCV6PML7nbWSDtYmq5AY7jc,1666391161,0.0,3
3711,EkmowEc4PgR1nEFHvjh34HmxdFWBztCKE8cdYdXcJGfY,Aapm1iNtvR52f5AUgKnzTWbRWNzoN9fpxzJh2tgiERpe,1669578110,0.0,9
3712,,AAreoFxRdAQmd3Vjz5i9jtfJP4Xb5GRz6q1CDYoFH5AR,,0.0,0
3713,EBRWnRzoNv5RytEjgrs5TXdiCMApLKHMntJJJzehJJns,AaSn1YTUfqM131Fh1LcFptQKm1TwvuG8ZtaSycF1wsKe,1649950736,0.0,2
3714,frogQCpP8LpgfhhpusLvNoRw6sjmsX3Vij7MF8KtHn2,AAYs1E7DMKtQRmwjBdvdCFKf67gSBJY5Prfhxw2sPeHT,1663622468,-1.0,4
3715,2ATC3VTXCdKixmjtEZMKqbRYf3kb8mc5fZJunDd2Bt5p,AayZGRM69ammmXebL9CJwmyPSAbfea8L3qXTTMjramDh,1663881889,-1.0,2
3716,4mEmJhpegpBwWBPLoTH5gwyH5H9nr21fuMzdam6YgyEU,AB3iSGwyTndMmEa4CmcdtgyFw4CkHL3tSSQkUyQ9dA6H,1665689169,-1.0,6
3717,GFMNZdG2fuLYkTNbB6BK7YiyPST15HqBLVkTcp1KX4Ha,Ab4w5QZipDKkVZc12ePFx777tT7wYoBzpJrq2vpeXKeT,1673291032,-1.0,2
3718,,AB5uzAnPQRSDuwJS7cQcfeAainZaoJYEvq3MgqDrg6e6,,0.0,0
3719,EE21ToVBet6geANAqgr6GefNukTMcnEbTrpmPYcsu6A4,Ab6qmziU8yUUput9fQhZHSyogBZxV3EaRCkoojBBpMFz,1648364954,-1.0,1
3720,,AbaeeDiQ7N9rVXEWoZQGizJyR2DtBh7BLXZnJiu7YHZH,,0.0,0
3721,GkHmAJdsmPjSBGqmX21uemjHZtUoqnDh4caeHbYSCTdZ,ABccTQTbQQpVbD29wxGUMdebGpGpYpFXUpVPmhycSo4E,1665317008,-1.0,1
3722,7S8Gx1cgaagfLoMzxX3MrTN3qeNTFKPLm6MzyeoCAezF,ABccyYuzTSzdeCRga7ygU3xS4mopgCQaNDPy2YWvC9Y2,1664070302,-1.0,1
3723,,AbN8TqrwcQWirkC9TFDcjZF1XmNgh8YAU9gqZJR3ifa7,,0.0,0
3724,3pXVaK1vAo8wgktntcMmQQKYnv5K6Fxi3hNPSSsjehUr,ABPPKPtbWpvh5bZdXFDA2RMSBnCzfKFnBv5HQj9uxjcR,1672513114,-1.0,11
3725,5mwDoCRkTrht3YFr2LfLmU1Cx9ejFrkUKmBmEqoLARZ4,ABPqSsc8DSewniKoqrimznet7cdv9YkDgHiC52dek4Y9,1651329271,-1.0,1
3726,7cD8H2PCswNGD1vGELjadwbXqyJ3fYWth1dtG9VJHFBB,ABRT89u26XfZ8e1CtcRYs4M2LLPchWRHsjCab2uHSiY3,1649944197,-1.0,1
3727,GBs9x795L8FgTpFbCF2tZnbUovBoJGtBBgpDYW5agu37,ABS1ep7eY8VXM8GtcNTaQEN9atihvArqGezHU6qj6Lam,1666667567,10.0,1
3728,FzoZAr1bwdVkSbuRRW36ZXyznrXNnULGJspCdv8fP1oN,ABSi3aZhdDuRmoidmiiRinzuDJMSkVB5okAZKDRtpFQC,1663770157,0.0,2
3729,,AbtATxoSPaMEzLLnSZ545pe5aQtWZ7g63gF5tM69FSfq,,0.0,0
3730,5QKcgLJo6cq27WLTruzG26rdBbgFLjbCHJ8vwKyQc8yV,ABtE81fXNXJmx9mx9Nrou5HbPSLqJqWfrpUo79RegWPw,1662218687,0.0,5
3731,,ABu18nkhdYrcawmpQRn3nerfB93RfSYxuCN9fga3sThu,,0.0,0
3732,62o7TgGTfZS4NxCfKbKTqxdjsW66TzqwLBoiUjFbRUsT,ABUiWLJ63rrDoJhwxyzcZpE2MxigvKHxphgyviNyD6ML,1658568040,0.0,3
3733,4v1jdsAdQ5tj3c59ZkJjXDVUCzyD9ZuDBDALgpVtHCwq,AbUQJbC3Vqs54kiL2bdm8Pyqf7cWvTEKtH2m7WsbQ9gf,1672074627,-1.0,4
3734,6uzzoNMHk9S4ug9b47YszofJe3FtXpg8BxAKUHhH7nBY,ABUxuHVZnQEF1txh7w8UuApGTdGsVxDDRkJp4iTMk5n2,1666146280,-1.0,3
3735,946hndAVkkZHfawSNbJ7KqrxFEtAaKP14G25u82AerN7,Abx9yPCki3sqrFWxmeVJywe8kf5NQ69f7jutEQaa7f2w,1648502271,0.0,6
3736,3DT67i8vfe8YJY3u1FwPPEXPWYJZRC21MjBqovuBdZrD,ABzbt1bc1ehinbyfndozvPjsFJVRXvTvo7UyGe5PmFpk,1669545676,0.0,10
3737,EgnZzr6HNnNZtSfPX15g4VSo4RyhTDtGgzH8dMgL139w,Ac2EJZwCcz13HC7a2jfjsM8aQLFdGqjp1gSMZLPzQXaP,1661793202,0.0,7
3738,9TpW98GK6ju28Bz63un8fiD9vPckV1Yzg9P5hL483V96,Ac6hXV9REvmcsKrZqyFXr57vnEkRTjt4yXw7wMoTVmmQ,1644722238,-1.0,1
3739,,Aca9YcNAy5MuZdnMsLgoggGTaoQvBkQ3ehXDwxzMHkNH,,0.0,0
3740,DWVzTubVd7JvffnhvP6sqirCXJ6fJJFwapxsoampGnwp,ACEaHrvDBZFcdoUDSM8pogREdfDbbta6RT4hzS1vrUrQ,1664722823,6.59,2
3741,7RuDzWydZU6akX61kaS8vYu1T5BzFVDu5qL7rnv7DqJg,ACguB7Kc5k7LDGLCZHpqNnZsKKgMCg9TkWhLRZ5BW3Gi,1673129835,-1.0,2
3742,CWjRJqknMBaVpYyaRWLQkXwmSquJboduambA23Rbqsd9,AcimVq8TBMDJrpP8NRqG2BWMsyjX7vDRLeo4DZtNM44G,1664293688,-1.0,4
3743,2oZZ5XZt9UeWLuVqSknaaisVLZMg2GZHgGnFcmUSYWaA,ACinvtvkacMusmyhSK1eKRdcwSjpgXgwP2pFYkZDPsve,1643617502,0.6,1
3744,,ACkLVCnq9ZmjHKJcMx8znzYFhxZx41uiynyvDDuCza2g,,0.0,0
3745,HpHx75gqfLM3vYZ6g2etGpSZoY5JY8eqH9qBWyPSruw7,AcmTDiCxPR5vGRLqdkSYEi73UwQGVkzmddCWPV18rKah,1670764585,14.25,14
3746,,ACp52iNBF1EZP9muxcdSsrDkKtX36y8Cyvr4pRrQL6o,,0.0,0
3747,3Yzd8KTpTZAftkybZPg9jVQL7TTtTUANuoFZb8QxsahS,AcpjViUEtR3wwMokCkFwVcf3vnrA7A8ff5mic7gvdeUb,1663596926,0.0,3
3748,DbECNoTZLnEPSQtLmTEWDEXtf3g4PjXmztWymcy2Ggy6,ACpUww8bRZg2kRwL38ELJJ2PVLraz4xXPMfVA97MzSKA,1650927804,2.49,2
3749,HdoHM5bxeGmLE7zTVDPJ1pfHiut1dSEf7jtFDFS8NCH4,ACV68n1ziCoYq7ZkupEAYD2Kd1Q2pG9CCTgu5bFE7MhR,1643139044,0.0,2
3750,Fhch91aXtZphiH4utLTCxPd8UXDW2Lu2Egz53Fevh3pU,AcY1Knz4zrxXD7o9RTTf2vq9GYMDX2yVALNgxtGhNv9N,1663290764,0.0,3
3751,,ACz8MTSc328W2NNhyEqFKNE8aaUcAnj9RAreV8asBdFQ,,0.0,0
3752,,Ad1WaMKKugKxzW3vadoz6TMgssofhyWgyKNYJWCPetKF,,0.0,0
3753,QZb3WhP1dbTDina8odkCHNABYeXPL7FRmL95Do9T9un,AdaJKNm6mxEHtoayo9FzxpHp4GEnY538F2nhdyWtTERg,1652684233,-1.0,1
3754,4KfWkvLMYbecMGKM2gfE2YTWsnQ4UeUB94VLBk9oktRn,AdGmnbfBPiKMFP1U9c9vhUe1L8f8z7xSU1NLCp9fZPrY,1675625121,15.69,3
3755,,AdgthFVKcTD9bLXCXLD3W94XZkTTK8dRrpZBM7Z4bXHs,,0.0,0
3756,3qmNxY7MkEMPmCi6Rjq4cjdBqWhSquuGAHfzjzcky78V,ADHmx51DRRkxNyhaddgLKfF2pZVrdkseJqcF6ZXcMk67,1668964415,-1.0,7
3757,,AdmAVHWiYbtYSZUrBThK8JEB3icJNs5kYaJzGzMm4Jfo,,0.0,0
3758,,ADnAU63YGqyyZDwAd3D21aLSUMdSvC9XC2YLhWyGH3HA,,0.0,0
3759,Dt8mEeW3uFiNDVMSrc3fr4hyVgcuafAUptWirNp2V9Aw,ADnDjKqbrUwCbfG48FwUnKseCzy1aUxvQ8KxzB4e6uKK,1670498723,18.5,6
3760,8wcdXCCeh5yG2ywjWYKt5fAZRCfeH6NrB8Yo4QBjgCos,ADp5cqvRh1r6pkYpK7jqqdcGg2HpKMguzyQoGsD7jr67,1658271379,0.0,2
3761,,ADskmpygKZ97NSqjiRXn47spPoxs3LqBypETXoohezwn,,0.0,0
3762,6P2NgQ5u3teT4No2fVo5TbzJApsAwZx2m8g2HFd9qGNQ,ADSLcZswAiqTTEGcp61be4juPdM63PvDKurLZteoFAvU,1664716161,0.0,5
3763,,AE31VqfNycbY1WCctqxNHZTAcL5ssqsVPXqNpttJjHX9,,0.0,0
3764,HC3rq2WRJzFBtGsunzZp3Ly3L2F3A8sU2Nw2qVHBm2MG,AE3SqHb6woRVS2op5pEfcccnv4Jppwzedmv7h8j4xTkn,1673705325,0.0,4
3765,2wghaRGHZP4n6gzRPTey8QuNSscF7knjPcJ3hrnoaxQY,AeChXGYnk3TuAMJnEp1Xm2eNmbnfgrs4x7CVPxbk2EVw,1642655094,-1.0,5
3766,2vLsLy359kgoBuFLakAJqsYySVSkakRjSzMm8rsNNngd,Aef5QRsNNJoyuRUqBxFAiiKy7qREwV5dx98Rjgpc3SMb,1668820248,-1.0,8
3767,w9hFJBWN6tP1aypv6VvWvGQ9TjSyNv7XGz8EtfWL5YB,AEg1HJgs22YbJgjupoiqeRqLF2HNUgxekXsrxPUEPGz8,1674618766,-1.0,4
3768,AEUyeQrY5H4ckb9EsmLmm1dmefWQ3caFeeHWv4BUedRP,Aehb2bDhvbPZz8WLeEEnukWgkmyGZjibVtset3obM5CK,1670251744,0.0,3
3769,7HQhpXuFX32nY5AqVcUhCdpqVfCZgnG8AZbZK2QbM3x8,AEKftRoeJmANMqc4V4Bn7Xr1dbG9GDdF1s71w3Zni6kG,1666808839,-1.0,1
3770,G4iHgnXrb42VCcSK8DmsPpnkmej1c5R5it1W3cMpFcXx,AeLdARpkXiX6Dgd86QEvYjKkms2LYLjnq9AH6a7UHnyG,1674861574,13.0,1
3771,D3DYoqJ2ZUDuW4F86En6oLx9F1HpW7Gkt7ccUVTRHjXs,AELHjTtkA8hY66Vv3eoJA2mquev6ud2FUJFNoKpdTkTP,1652742674,-1.0,2
3772,HoXrT8h3vkP3UNdx42aVbfTA67M6RATkBzaqQzXSt26F,AEMeucUJJhCaJY4JfGzvT5emBH2XWM8qwYaTsSLhcjGX,1662133477,4.95,2
3773,,AeMFUnQ9BANGLjZZVAvChwUcGtxAWG2FdDGgsVPtNVrE,,0.0,0
3774,,AeTkdHtxTqMH8AXR2TDSQf7vWqC1Ho1NtaVmG5dmMiNw,,0.0,0
3775,,AexGVqqcnvamkxkjYUpjPMESGj3FUNkT3JnA2KznjypV,,0.0,0
3776,7cLSP1g96F4DBtZsj1izhFPYTAz45BGMLAzvKLanz6AV,AeyMyPf2kmsfaV2Kkoqr6SR6aPjh4qPsryaHacxet6kP,1665023136,0.0,3
3777,8djD77wbxqJCCesESU7EgPJsk4tq7KGDi5EQgXon6H49,AEZfJuYMX2Je8ZwmR4E8uTPpGVc2KpPpNiZ1nnAuTb7h,1643310671,0.0,2
3778,Dd3HjkScstqYcD5Kp4qVHGHwfnYQDLiyt9SRwtj76g2d,Af46NCcoS4HP5CG3q8Vt6Lm3j9AS3QFBA4UjSGq3Bhw5,1643750281,18.0,1
3779,CWjRJqknMBaVpYyaRWLQkXwmSquJboduambA23Rbqsd9,AFbTuQRMyUqAXUoTZGoTHJW5xkoYCkYDqvAGSnuAxm68,1664293394,0.0,2
3780,7ZLvtZn9cUj5bYPQNMcepe12dLxe8RMXpq6J7Dsrin3G,AFc6QPCmkw538TipwpGZ82fj6tufiWpry1oHXQ8y8DVj,1651960544,-1.0,2
3781,,AfGWtduCLLsBz8Wr8tUawwroVWCZX1m2T5rrocV9ZLXs,,0.0,0
3782,Dg78xUx9WTZ9vbK7abY8cnHz4jL1pDcVee3459NTnpEh,AfhKqanm1wRjGyQYsiykDAToKVf6U6KQ7Dju3U8NTNYL,1647981792,1.111,1
3783,,AfjA1438GEV8geNaWMNzJVoKcChAonkNEsQG9h1caFzi,,0.0,0
3784,fr7YFkGeJNGMxVJAhQgp9gZivKSNPcQU4roBK4boKGB,AFJFtWSJiLwpMAkwDvvuXq8qVpSTVRWcMALM1EZaKEgr,1666815439,20.0,4
3785,,AFkwe6E7FpLg7MXo4kkBoGhJXgwcNk7niodJRG9MkkYj,,0.0,0
3786,W5JojKKnsPTSNd2j5enRvd1Df1Dih75ASKEnaFkJyGb,AfqYMvWwGCAoXcT12FxCBGZ3Dim3WnCFyKDD5KpywcXu,1641914475,-1.0,1
3787,CcRM8YS5iqkrcVMwqpECTkja5Vo8tp8MjLLFweDzQuvd,AFt8bt1ybD4gq1WcohytBXKrBnSA6fwhdorignpK9CSA,1664517249,23.456789,8
3788,,AFtjniEc62SMaH3KvWiMRzpCZX8krreVq4QGVoFvwh85,,0.0,0
3789,EeEsqUZTsQ3JefkQD8dFxeN5v17PANRfFkQYrDeRyobv,Afu5wv62LD8PDh96Rhx6zq1Ywdty747KABGWr1oTaG2h,1669578554,0.0,5
3790,5qCTJbtaEyxEZmvBQfouJrZZ8fWE459gM6wtJKNvTFZV,AFvqXMx1dAoMrxHhEg7D7p2twjyaxdxfC8f9STrvKcqn,1663186951,0.0,4
3791,,AFvUCU6i3eYfsvaioLEt7fyvbNq7XSKwTA92Tbu9X4kC,,0.0,0
3792,D5EdwWUHeVb5yteqS53DmEeV57antYgEf7DtparbJUdZ,AFXJWWxkQfaA8QdsHoKiSPMQHxBvsRprEF1aNyXdF2Mq,1675771031,-1.0,6
3793,77iPBDd6ggBPtgq7csZSkGJSajCdqfzwhHd2KgxbNs8P,AFz2d4XPPszkEWbL7vji7uTVsMUXpRQRgrfvE7YDW9iE,1656066499,-1.0,2
3794,C39gcbaZHCz1qzAbXbE6SidLeoYAgBhWbu8wPoNgvvmy,AFZNdGoVrZdP7kKALNzJWgNX3AMMi9vaUmtF8HxjT5PM,1667261568,-1.0,7
3795,8PW7snfBgwjDsXHcixdD7BLPRb5GnJKaJ4o739tgrqqV,Ag4ZYn6zR3rCF6o6VAkz5t7YQNwTp1okQBThPE1Dtjpo,1664468758,-1.0,1
3796,,Aghma4iDVctPztAJiferhKyGHLiFgXwVuvBTVmN98Li,,0.0,0
3797,H6nuAW9DrRhvzZCpv1MLg3PwtiadgomayVQPqJcS2qmE,AgHmV3sxDG4QPvxAK1uU3UcXFXwBybNy8Nbxp6B4QK74,1675757777,0.0,6
3798,9iCmzmSKz99X62SyjFnFPnBRaxe9wu57MXbqeTgnYF9Z,AghP3B57JvMzES9KmVco2Rk7hftwJroudFDYM4dSbXZF,1663004219,0.0,2
3799,,AGiXugXs2abJFGXepnHgZm5YokW3a39bfRofzAYYvEcp,,0.0,0
3800,,AgL3W2ewkMufjaKP7DFRyQUSdk7A7akoQPxQzTt14RkM,,0.0,0
3801,AqGQ8mvvKBvm8A4CkMdrahwBzSrZ5jHUFokAc6aLUnEn,AgLDNaEFKv83GvwdS5xnjsbvY6gkAFXMHbc5eqRBUzw9,1664473399,-1.0,1
3802,siLeAtxigfMGTgjozq9jNDjudPG86GfrGBiL88u3yXo,AGnwLC1MV7JUWZYtgkFQwiuv5H2LuPBTVx2KWDzJV66M,1657642666,-1.0,3
3803,,AGobtB5SqbmGMZrJGgLFcbzukpAKvaJZK4Va33qxaBdT,1672521511,13.821401575,8
3804,7AEyCUQbZThvWPv6RL4qD8ymVJm6KhNp39v1XWSmCEZJ,AgPd8LLbHcVfMwZWF4obNGUH1vmK9qUQ2sofGgw8vAMF,1670764366,0.0,8
3805,BkbRBj7PMg5DcheTo4g7gPJ6FZYytJ8bdJZjk6Vm54yB,AgQo25Ah5X1PkxKY7wjMV3xLzqkRqyrCJyvjDZbc55nT,1641927939,0.0,2
3806,,AgRPD6TGnoqqPyQ6tyPQ3j64FbGEa3YZyiy45tagSskZ,,0.0,0
3807,6P2NgQ5u3teT4No2fVo5TbzJApsAwZx2m8g2HFd9qGNQ,AgSNQojebF2xRjRUVNk4zd3hvCUAdLpCW2BWdXTivvi3,1666626425,0.0,4
3808,4RR78w9a2dVxFxogztb5CsnqAkxZeVzCUotLMTvBsLP7,AGUDms9ukdN9QrUicMWfTdiWz61FTLPLVJsZvg63e4mV,1661319552,0.0,4
3809,6M8Rtfg6B8S7amEDz9pLKDw5jB4czF79thhj9Feogcf,AgWBTZAaSWWqHNdvAZPMyafohYCQqA1Tx6SsKVGuUX8G,1673110981,-1.0,1
3810,BHJ17RSD6Dgdk6TmLCMG7QKAzNjWmEUVsmYMCVUDqBdC,AGWEY1jjokhWyrhGptMHqcGpUCCQSaNxNh1vcx6rfHsK,1667003341,0.0,4
3811,,AGWNm1B7h6mengp1DjCgcjURWiH4NFbe6132HM2kKX5j,,0.0,0
3812,,AGZ4pkJjx5nRy9DBSsX53deJihJdpqfvH7sT14QTn3DA,,0.0,0
3813,HJvSQ18nf1AKqhpfRTyrskpr34T48FAHoiD3XDTDdV13,AGZT136UzvfsngCRtyKhf5BnEmRheyW2PoWa6a8vurV8,1668309432,0.0,4
3814,,AGzvjajk1Y4xpsBSHokwdScT65stf2jKkEg9P22DsZKh,,0.0,0
3815,,AgzXEtZmfzphFwgYT3HsprHBjxJuQBP4NyMj7J8ykf2W,,0.0,0
3816,6KRSqq56dVnZHXTcKz2Z32dSuJrh4gXMMgi9UpThM2kd,Ah3Hh8Z42TLVPaG8kYxq85SqaztkczjbcQu32zLvNyfL,1669782898,11.11,3
3817,,AH4iXXkzQoyeoVNah55k3MXUsJp66do1h5fUVuaytNM1,,0.0,0
3818,,AH51kFyntN1Cc332AXcqwdPC6JGtbzLgxXP1yBnmdXnC,,0.0,0
3819,3nDPnU3kWBqqEvNyPtWh3iwm8WWcY8qhRc911kq2HrHN,Ah5bhmcDdriCB3HK1JYvGNNhM8twfpA64oFGxoqrUqq8,1644756872,-1.0,1
3820,2KJg2GbGmnPVMqmgdZFrbb7FbZhtC5wuveK7MedXfSeN,Ah6QUow2gXaZtMMpfhaR1Nhu75y2xi5R7XNW2QRa9hgM,1664981110,-1.0,2
3821,3SMBiZ1dvQhcUiC3hXjn1QLYdSH2q2GpsTTViehQDG72,AHBamJAsLebmKHCsZqFoC65BtZGUQkU8R1AQPpJwLWue,1670667466,0.0,2
3822,8T6ts9HyfGLqPW7rSZUQEXU3UgiUkmBdGRz48hX1SaRp,AhBPpbJTx9pozWHCM9XXNKQjwncRdfxEHDCcVsWe9cCh,1667228969,-1.0,4
3823,8vTQDjVdff9kjDaUrBVVeJMhNcam2J6v5e3gs5oYbAY,AHDz8si1yAT6k4uVwqy9GJx3XbLPiDGFYqVsUfQJVSpg,1666925630,-1.0,1
3824,Dcu7Gpp5KHemUDJrHZvQc9ovqyiF1iKY5t8HJBZdZBVH,AHEgab9JKABVxPkkxSG5GZmKMXaRihokxLr92kUWywxs,1643991935,0.4,2
3825,8iwc3JZV5DnUQ1MyRsegAjifJQqQnfhPWte4Lf7cLxM6,AheH8zrMmYz8HxqWKrg7oLdU7c4E2RFrRED6Zhw8Tdz,1666816098,0.0,6
3826,J8spKXcSzWYFM94ineXx5NUcUWkWU6qDhoycu7Xkj9G2,AHEiZW3nVnTrjLT4KJB9ETYP95qTqfsarVMRv48h5GQ2,1673092972,-1.0,9
3827,,aHfwmjswNUKjxLYqY9DkHqN989DmgC4TXk5v7nwiXdt,,0.0,0
3828,,AHG9sXdz6jPJPA9di51B9ZNkEfeaD2CGUDpTk7SEwnHD,,0.0,0
3829,FZNJH8MMKkA2vRggp8TVF88jAoh5UpAvQVYrvr16tB5L,AhLkppS47dUgDid8xdCjPLJ95D6c7DcHXcWNCyxwh4cc,1669905202,-1.0,6
3830,,AHNbFv2Huy85k1m1t98qHeQQEcZHAhXrqZWf5ZCYM5AS,,0.0,0
3831,2cuRwBX7QTfNB5553hLT9VS25Tpa547XCWY14BShG35v,Ahq4ooNZeKx735NeRApMYyNbie4Z2kxYnAvZWT5ufQyf,1659837666,-1.0,3
3832,J8spKXcSzWYFM94ineXx5NUcUWkWU6qDhoycu7Xkj9G2,AHqucspYfHbFSHAxDxUr5SCmNvmVZTzNLtHms2Z5KgYK,1673093048,-1.0,9
3833,GB5sKNvX5QyZvuBwNd8jtrkovRbxBm3mUPEsSmSnzowr,AHRukbK9sJXyzUXrNUH2NHxETJRk8qEWgqf6HhiKimLC,1674346662,0.0,3
3834,J8spKXcSzWYFM94ineXx5NUcUWkWU6qDhoycu7Xkj9G2,AhU55EtCnsiazLNisW3KActFMwwoNfMMnNQx5MouC5Zs,1673092781,-1.0,9
